name,amount,date,production_company,channel,format,genre,fund_name
NZ Medical Mysteries,"$340,000",Feb 2007,Great Journeys Resources,TV One,4 x 60 mins,Documentary,TV Production
Undercover,"$300,000",Feb 2007,The Gibson Group,TV One,3 x 60 mins,Documentary,TV Production
Beyond The Darklands 1,"$393,224",Feb 2007,Screentime New Zealand,TV One,6 x 60 mins,Documentary,TV Production
Athfield,"$124,828",Dec 2006,Messenger Films,TV One,1 x 60 mins,Arts/Culture,TV Production
Christine Hellyar,"$68,396",Dec 2006,Bates Productions,TV One,1 x 30 mins,Arts/Culture,TV Production
Disabled People Can't Dance,"$128,854",Dec 2006,Maxim Films,TV One,1 x 60 mins,Arts/Culture,TV Production
In Bed With Anika Moa,"$127,295",Dec 2006,The Docufactory,TV One,1 x 60 mins,Arts/Culture,TV Production
Profiles,"$111,012",Dec 2006,Screentime New Zealand,TV One,1 x 60 mins,Arts/Culture,TV Production
Taonga Puoro:the Silence Is Over,"$73,500",Dec 2006,Production Shed TV,TV One,1 x 30 mins,Arts/Culture,TV Production
Toki Does New York,"$134,967",Dec 2006,Octopus Pictures,TV One,1 x 60 mins,Arts/Culture,TV Production
Compilation Of Artsville,"$37,327",Dec 2006,TVNZ,TV One,Arts/Culture,TV Production,TV Production
Time Trackers,"$2,675,000",Dec 2006,The Gibson Group,TV 2,13 x 30 mins,Children's Drama,TV Production
Back Of The Y,"$285,761",Dec 2006,Great Southern Television,C4,7 x 30 mins,Comedy,TV Production
Off The Radar,"$713,866",Dec 2006,Jam TV,TV One,13 x 30 mins,Documentary,TV Production
A Good Way To Die,"$113,465",Dec 2006,Wheke Pictures,TV3,1 x 60 mins,Documentary,TV Production
Money Man 2,"$351,847",Dec 2006,Cream Media,TV3,9 x 30 mins,Documentary,TV Production
Tagata Pasifika 2007,"$1,359,000",Dec 2006,Television New Zealand,TV One,52 x 30 mins,Special Interest,TV Production
Praise Be 2007,"$459,133",Dec 2006,Television New Zealand,TV One,35 x 30 mins,Special Interest,TV Production
Liquid Stone: Unlocking Gaudi's Secrets,"$60,000",Dec 2006,Splice,TV One,1 x 60 mins,Arts/Culture,TV Production
Frontseat 5,"$423,000",Dec 2006,The Gibson Group,TV One,10 x 30 mins,Arts/Culture,TV Production
The Book Show 2,"$414,580",Dec 2006,Third Party Productions,TV One,10 x 30 mins,Arts/Culture,TV Production
Studio 2 Saturday - The Hub (2007),"$470,000",Dec 2006,Taylormade Media,TV 2,40 x 60 mins,Children,TV Production
Comedy Gala 2007,"$128,655",Dec 2006,Satellite Media Group,TV 2,2 x 60 mins,Comedy,TV Production
Facelift 4,"$1,800,000",Dec 2006,The Gibson Group,TV One,10 x 30 mins,Comedy,TV Production
Welcome To Paradise,"$1,083,000",Dec 2006,The Gibson Group,Prime,13 x 30 mins,Comedy,TV Production
Here To Stay 2,"$1,038,000",Dec 2006,The Gibson Group,TV One,6 x 60 mins,Documentary,TV Production
Manu Rere: Born To Fly,"$80,000",Dec 2006,Martinsquare Production House,Maori Television,1 x 60 mins,Documentary,TV Production
Nobody's Heroes,"$144,999",Dec 2006,Landmark Productions,TV One,1 x 60 mins,Documentary,TV Production
Pukana Subtitles 2007,"$64,760",Dec 2006,Cinco Cine Film Productions,TV3,52 x 60 mins,Special Interest,TV Production
Tu Te Puehu 7,"$200,000",Dec 2006,Te Aratai Productions,TV3,20 x 30 mins,Children,TV Production
My God 2,"$380,000",Dec 2006,PACIFIC CREWS,TV One,10 x 30 mins,Special Interest,TV Production
Billy Apple...,"$180,950",Dec 2006,Spacific Films,TV One,1 x 90 mins,Documentary,TV Production
A Tall Long-Faced Tale,"$196,415",Dec 2006,Production Shed TV,TV One,1 x 90 mins,Documentary,TV Production
Deer Wars,"$175,868",Dec 2006,Iguana Films Pty,TV One,1 x 90 mins,Documentary,TV Production
Lovely Rita,"$181,000",Dec 2006,Gaylene Preston Productions,TV One,1 x 90 mins,Documentary,TV Production
The Last Western Heretic,"$181,015",Dec 2006,Top Shelf Productions,TV One,1 x 90 mins,Documentary,TV Production
The Time Of Our Lives,"$74,809",Dec 2006,Gaylene Preston Productions,TV3,1 x 60 mins,Documentary,TV Production
The Secret Of John Rowles,"$101,526",Dec 2006,Buto Productions,TV3,1 x 60 mins,Documentary,TV Production
The Life Of Brian,"$95,667",Dec 2006,ROSS JENNINGS PRODUCTIONS,TV3,1 x 60 mins,Documentary,TV Production
An Insatiable Hunger,"$94,510",Dec 2006,The Gibson Group,TV3,1 x 60 mins,Documentary,TV Production
Buzzy Bee And Friends,"$1,100,000",Oct 2006,Lion Rock Productions,TV 2,14 x 6 mins,Children,TV Production
Studio 2 2007,"$2,456,087",Oct 2006,TVNZ,TV 2,206 x 30 mins,Children,TV Production
The Go Show Hour,"$164,674",Oct 2006,Pickled Possum Productions,TV 2,104 x 15 mins,Children,TV Production
The Strength Of Water,"$500,000",Oct 2006,Filmwork (Strength Of Water),Maori Television,1 x 120 mins,Drama,TV Production
Bro' Town 4,"$1,550,000",Oct 2006,Bro Town Productions Series 4,TV3,6 x 30 mins,Comedy,TV Production
Homegrown,"$311,951",Oct 2006,Imagination Television,TV One,7 x 30 mins,Documentary,TV Production
How The Other Half Lives 1,"$394,656",Oct 2006,Chico Productions,TV One,8 x 30 mins,Documentary,TV Production
Tabu Soro: A Brother's Journey,"$200,000",Oct 2006,Occasional Productions,TV3,1 x 60 mins,Documentary,TV Production
Anzac Day Wreathlaying 2007,"$35,000",Oct 2006,Television New Zealand,TV One,1 x 60 mins,Arts/Culture,TV Production
Anzac Voices Of Vietnam,"$150,000",Oct 2006,Screentime,Maori Television,1 x 120 mins,Arts/Culture,TV Production
Polyfest 2007,"$185,674",Oct 2006,Television New Zealand,TV 2,5 x 30 mins,Arts/Culture,TV Production
Veteran Military Pageant,"$94,439",Oct 2006,Maori Television Service,Maori Television,1 x 120 mins,Arts/Culture,TV Production
Mai Time 2007,"$904,985",Oct 2006,Television New Zealand,TV 2,40 x 30 mins,Children,TV Production
Sticky TV 2007,"$1,757,205",Oct 2006,Pickled Possum Productions,TV3,210 x 35 mins,Children,TV Production
The Go Show 3,"$880,359",Oct 2006,Pickled Possum Productions,TV 2,65 x 30 mins,Children,TV Production
What Now 2007,"$2,800,000",Oct 2006,Whitebait Productions,TV 2,40 x 120 mins,Children,TV Production
Amazing Extraordinary Friends 2,"$1,875,376",Oct 2006,Greenstone Pictures,TV 2,13 x 30 mins,Children's Drama,TV Production
Unauthorised History Of NZ 3,"$295,514",Oct 2006,Great Southern Television,TV One,7 x 30 mins,Comedy,TV Production
The Nuclear Reaction Additional,"$7,473",Oct 2006,The TV Set,TV One,Documentary,TV Production,TV Production
Transforming Keegan,"$64,272",Oct 2006,Greenstone TV,TV3,1 x 60 mins,Documentary,TV Production
King Of Con,"$420,681",Oct 2006,Isola Productions,TV3,1 x 120 mins,Drama,TV Production
Asia Downunder 2007,"$646,412",Oct 2006,Asia Vision,TV One,20 x 30 mins,Special Interest,TV Production
Pacific Beat Street 5,"$846,682",Oct 2006,Drum Productions,TV3,24 x 30 mins,Special Interest,TV Production
Open Door 8,"$347,932",Oct 2006,Morningside Productions,TV3,10 x 30 mins,Special Interest,TV Production
Stunt Star,"$49,925",Oct 2006,Southern Screen Productions,TV One,1 x 30 mins,Documentary,TV Production
Black On Red,"$127,000",Oct 2006,The Gibson Group,TV One,1 x 60 mins,Arts/Culture,TV Production
Th 'dudes,"$103,959",Oct 2006,Top Shelf Productions,TV One,1 x 60 mins,Documentary,TV Production
Someone Somewhere Loves Me,"$85,000",Oct 2006,Bravo Communications,TV One,1 x 60 mins,Documentary,TV Production
Brain Power,"$372,032",Oct 2006,SPORTS INC,TV One,4 x 60 mins,Documentary,TV Production
The World According To Willie And Jt,"$300,000",Oct 2006,Front of The Box Productions,TV One,8 x 30 mins,Documentary,TV Production
Parkinson's:the Great Drug Experiment,"$99,959",Sep 2006,Southern Screen Productions,TV3,1 x 60 mins,Documentary,TV Production
Lost Boys 3,"$52,045",Sep 2006,Showdown Productions,TV3,1 x 60 mins,Documentary,TV Production
Why Am I?,"$457,930",Sep 2006,Razor Films,TV One,4 x 60 mins,Documentary,TV Production
First Communion Of Christmas,"$62,600",Aug 2006,C4 Productions,TV One,1 x 90 mins,Arts/Culture,TV Production
Play It Strange 3,"$118,792",Aug 2006,Isola Productions,TV 2,1 x 60 mins,Arts/Culture,TV Production
Eating Media Lunch 6,"$241,486",Aug 2006,Great Southern Television,TV 2,9 x 30 mins,Comedy,TV Production
Moon TV 4,"$176,324",Aug 2006,Moon Enterprises,TV 2,6 x 30 mins,Comedy,TV Production
Attitude 2007,"$1,400,000",Aug 2006,RSVP Productions,TV One,40 x 30 mins,Special Interest,TV Production
Country Calendar 2007,"$320,000",Aug 2006,Television New Zealand,TV One,22 x 30 mins,Documentary,TV Production
We're Here To Help,"$250,000",Aug 2006,South Pacific Pictures,TV3,2 x 120 mins,Drama,TV Production
Rural Delivery 2007,"$728,670",Aug 2006,Showdown Productions,TV One,30 x 30 mins,Special Interest,TV Production
Dying For Everest,"$130,000",Aug 2006,MAKING MOVIES,TV3,1 x 60 mins,Documentary,TV Production
Zip & Mac's Pad,"$952,018",Jun 2006,You And Media,TV 2,26 x 8 mins,Children,TV Production
Breaking The Boundaries,"$93,775",Jun 2006,C4 Productions,Maori Television,1 x 120 mins,Arts/Culture,TV Production
Burying Brian 1,"$3,005,847",Jun 2006,Eyeworks New Zealand,TV One,6 x 60 mins,Drama,TV Production
Frontseat 4,"$425,000",Jun 2006,The Gibson Group,TV One,10 x 30 mins,Arts/Culture,TV Production
Live At Yours,"$550,000",Jun 2006,Satellite Media Group,TV3,48 x 30 mins,Arts/Culture,TV Production
Westfield Style Pasifika 2006,"$129,107",Jun 2006,Drum Productions,TV One,1 x 60 mins,Arts/Culture,TV Production
TV Awards 2006,"$112,526",Jun 2006,CANWEST TVWORKS,TV3,1 x 120 mins,Arts/Culture,TV Production
World Of Wearableart Awards 2006,"$119,212",Jun 2006,TVNZ,TV One,1 x 60 mins,Arts/Culture,TV Production
Wheelchair Rugby World Champs,"$89,221",Jun 2006,TVNZ,TV One,1 x 120 mins,Special Interest,TV Production
Extraordinary Kiwis 2,"$186,664",Jun 2006,Execam,Prime,8 x 30 mins,Documentary,TV Production
Victoria Crossed,"$123,737",Jun 2006,Screentime,Maori Television,1 x 6 mins,Documentary,TV Production
Head Cases,"$850,000",Jun 2006,South Pacific Pictures,TV One,1 x 120 mins,Drama,TV Production
Outrageous Fortune 3,"$9,970,000",Jun 2006,South Pacific Pictures,TV3,22 x 60 mins,Drama,TV Production
Nga Manu Korero,"$52,205",Jun 2006,RAUKATAURI PRODUCTIONS,TV 2,2 x 60 mins,Special Interest,TV Production
Tu Te Puehu 6,"$300,000",Jun 2006,Te Aratai Film & Tv Productions,TV3,20 x 30 mins,Children,TV Production
My Story,"$730,000",Jun 2006,The Gibson Group,C4,40 x 2 mins,Drama,TV Production
Ride With The Devil,"$769,965",Jun 2006,Isola Productions,TV 2,6 x 30 mins,Drama,TV Production
Hyde Park NZ Memorial,"$364,295",Jun 2006,TVNZ,TV One,1 x 60 mins,Special Interest,TV Production
Saving The World,"$50,000",Jun 2006,Greenstone TV,TV One,1 x 30 mins,Documentary,TV Production
Kia Kaha - A Love Affair,"$50,000",Jun 2006,Tumanako Productions,TV One,1 x 30 mins,Documentary,TV Production
Motorcycles Etc,"$50,000",Jun 2006,Front of The Box Productions,TV One,1 x 30 mins,Documentary,TV Production
Heart Of The North,"$50,000",Jun 2006,Extreme Close Up Productions,TV One,1 x 30 mins,Documentary,TV Production
True Grit,"$50,000",Jun 2006,The Gibson Group,TV One,1 x 30 mins,Documentary,TV Production
Russia's Forgotten Children,"$50,000",Jun 2006,Maxim Films,TV One,1 x 30 mins,Documentary,TV Production
A Thousand Words,"$50,000",Jun 2006,Isola Productions,TV One,1 x 30 mins,Documentary,TV Production
75 Hours Lost In The Sea,"$121,334",Jun 2006,Studio 178,TV3,1 x 60 mins,Documentary,TV Production
What's Really In Our Food? (Doco),"$95,517",Jun 2006,Top Shelf Productions,TV3,1 x 60 mins,Documentary,TV Production
Rescue Of Iani Lingurar Part2,"$100,390",Jun 2006,The TV Set,TV3,1 x 60 mins,Documentary,TV Production
A Little Love Story,"$122,249",Jun 2006,Zoomslide Media,TV3,1 x 60 mins,Documentary,TV Production
Search For A Cure,"$103,320",Jun 2006,Top Shelf Productions,TV One,1 x 60 mins,Documentary,TV Production
To Hell And Back,"$94,950",Jun 2006,Martinsquare Production House,TV One,1 x 60 mins,Documentary,TV Production
Sex & Lies Cambodia,"$103,850",Jun 2006,The Gibson Group,TV One,1 x 60 mins,Documentary,TV Production
Kids Vs Parents,"$113,732",May 2006,Screentime,TV3,1 x 60 mins,Documentary,TV Production
Lost Boys 2,"$52,437",May 2006,Showdown Productions,TV3,1 x 60 mins,Documentary,TV Production
The 200Kg Kid,"$80,101",May 2006,Rogue Productions,TV3,1 x 60 mins,Documentary,TV Production
Family Feuds,"$340,172",May 2006,Top Shelf Productions,TV One,4 x 60 mins,Documentary,TV Production
Anzac Day House Party,"$140,000",Apr 2006,Screentime New Zealand,Maori Television,1 x 120 mins,Arts/Culture,TV Production
The Killian Curse 2,"$1,379,081",Apr 2006,Television New Zealand,TV 2,7 x 30 mins,Children's Drama,TV Production
The Wedding,"$285,277",Apr 2006,TVNZ,TV One,1 x 90 mins,Arts/Culture,TV Production
Kids Choice Awards 2006,"$160,298",Apr 2006,Whitebait Productions,TV 2,1 x 120 mins,Children,TV Production
Rockquest 2006,"$195,578",Apr 2006,Visionary Film & TV,TV3,6 x 30 mins,Children,TV Production
The Simon Eliot Show 1,"$370,000",Apr 2006,The Gibson Group,TV3,13 x 30 mins,Children,TV Production
The Nuclear Reaction,"$134,414",Apr 2006,The TV Set,TV One,1 x 60 mins,Documentary,TV Production
Pacific Beat Street 4,"$844,884",Apr 2006,Drum Productions,TV3,24 x 30 mins,Special Interest,TV Production
Karaoke High,"$2,910,376",Feb 2006,Television New Zealand,TV 2,15 x 30 mins,Children's Drama,TV Production
Unauthorised History Of NZ 2,"$288,832",Feb 2006,Great Southern Television,TV 2,7 x 30 mins,Comedy,TV Production
Anzac Songs,"$168,977",Feb 2006,Screentime New Zealand,TV One,1 x 60 mins,Documentary,TV Production
Wasted 1,"$392,311",Feb 2006,Fumes (NZ),TV3,10 x 30 mins,Documentary,TV Production
Rural Delivery 2006,"$653,276",Feb 2006,Showdown Productions,TV One,30 x 30 mins,Documentary,TV Production
Tiaho Po Te Arikinui - 40 Yrs,"$167,376",Feb 2006,TVNZ,TV One,1 x 60 mins,Documentary,TV Production
Kiwifruit 2,"$892,795",Feb 2006,Cream Media,TV 2,25 x 30 mins,Special Interest,TV Production
My God 1,"$363,881",Feb 2006,PACIFIC CREWS,TV One,10 x 30 mins,Special Interest,TV Production
Young Farmer Contest 2006,"$101,288",Feb 2006,Dexterity Productions,TV One,1 x 60 mins,Special Interest,TV Production
Earthquake,"$56,915",Feb 2006,Gaylene Preston Productions,TV3,1 x 60 mins,Documentary,TV Production
A Texan Odyssey,"$85,000",Feb 2006,The Gibson Group,TV3,1 x 60 mins,Documentary,TV Production
Charlotte: A Life Without Limbs,"$120,364",Dec 2005,Greenstone Pictures,TV3,1 x 60 mins,Documentary,TV Production
Race Against Time,"$111,130",Dec 2005,A C Productions,TV One,1 x 60 mins,Documentary,TV Production
Frontseat 3,"$228,000",Dec 2005,The Gibson Group,TV One,6 x 30 mins,Arts/Culture,TV Production
Jandals Away Additional,"$6,152",Dec 2005,Quick TV,TV 2,Children,TV Production,TV Production
Outrageous Fortune 2,"$7,605,000",Dec 2005,South Pacific Pictures,TV3,18 x 60 mins,Drama,TV Production
Pukana Subtitles 2006,"$66,374",Dec 2005,Cinco Cine Film Productions,TV3,Special Interest,TV Production,TV Production
Tu Te Puehu 5,"$200,000",Dec 2005,Te Aratai Film & Tv Productions,TV3,20 x 30 mins,Children,TV Production
Anzac Day Ceremony 2006,"$34,414",Dec 2005,Television New Zealand,TV One,1 x 60 mins,Arts/Culture,TV Production
What's Your Verdict 2?,"$440,000",Dec 2005,The Gibson Group,TV3,1 x 60 mins,Documentary,TV Production
Try Revolution,"$104,522",Dec 2005,Spacific Films,TV One,1 x 60 mins,Documentary,TV Production
Bird Flu - Beyond The Hype,"$90,806",Dec 2005,Isola Productions,TV One,1 x 60 mins,Documentary,TV Production
Acutely Anxious,"$112,513",Dec 2005,Southern Screen Productions,TV One,1 x 60 mins,Documentary,TV Production
Lost Boys 1,"$81,885",Oct 2005,Showdown Productions,TV3,1 x 60 mins,Documentary,TV Production
The Nutcracker,"$202,612",Oct 2005,TVNZ,TV One,1 x 90 mins,Arts/Culture,TV Production
Mai Time 2006,"$802,488",Oct 2005,Television New Zealand,TV 2,40 x 30 mins,Children,TV Production
Squirt 2006,"$1,259,567",Oct 2005,Taylormade Media,TV 2,40 x 30 mins,Children,TV Production
Stage Challenge 2006,"$256,875",Oct 2005,Whitebait Productions,TV 2,6 x 30 mins,Children,TV Production
Studio 2 2006,"$1,735,956",Oct 2005,Taylormade Media,TV 2,280 x 30 mins,Children,TV Production
What Now 2006,"$2,500,000",Oct 2005,Whitebait Productions,TV 2,40 x 120 mins,Children,TV Production
Comedy Gala 2006,"$108,495",Oct 2005,Satellite Media Group,TV 2,1 x 120 mins,Comedy,TV Production
Bro' Town 3,"$1,800,000",Oct 2005,Firehorse Films,TV3,7 x 30 mins,Comedy,TV Production
Bring It On,"$5,000",Oct 2005,Showdown Productions,TV 2,1 x 60 mins,Documentary,TV Production
Extraordinary Kiwis 1 Additional,"$10,657",Oct 2005,Execam,Prime,1 x 30 mins,Documentary,TV Production
Pacific Beat Street 3,"$438,873",Oct 2005,Drum Productions,TV3,12 x 30 mins,Special Interest,TV Production
Polyfest 2006,"$180,521",Oct 2005,TVNZ,TV 2,5 x 30 mins,Arts/Culture,TV Production
Tagata Pasifika 2006,"$1,348,292",Oct 2005,TVNZ,TV One,52 x 30 mins,Special Interest,TV Production
Open Door 7,"$308,808",Oct 2005,Morningside Productions,TV3,10 x 30 mins,Special Interest,TV Production
Praise Be 2006,"$597,996",Oct 2005,TVNZ,TV One,45 x 30 mins,Special Interest,TV Production
House Trap 2,"$327,916",Oct 2005,Top Shelf Productions,TV3,4 x 60 mins,Documentary,TV Production
David And Glioma,"$105,787",Oct 2005,DRTV D&G,TV3,1 x 60 mins,Documentary,TV Production
Soldiers Of Fortune,"$140,144",Oct 2005,Screentime,TV3,1 x 60 mins,Documentary,TV Production
Our Dirty Little Secrets,"$92,826",Oct 2005,Top Shelf Productions,TV3,1 x 60 mins,Documentary,TV Production
4Wd: Danger On The Road,"$88,307",Oct 2005,Top Shelf Productions,TV3,1 x 60 mins,Documentary,TV Production
A Girlfriend In 6 Weeks,"$78,822",Oct 2005,Morningside Productions,TV3,1 x 60 mins,Documentary,TV Production
Black Sheep,"$400,000",Aug 2005,Escapade Pictures (aka Live Stock Films),TV 2,1 x 120 mins,Drama,TV Production
Who Deserves To Be Born?,"$92,000",Aug 2005,Extreme Close Up Productions,TV One,1 x 60 mins,Documentary,TV Production
Frontseat 2 Additional,"$760,000",Aug 2005,The Gibson Group,TV One,20 x 30 mins,Arts/Culture,TV Production
Play It Strange 2,"$73,560",Aug 2005,Isola Productions,TV 2,1 x 60 mins,Arts/Culture,TV Production
Sir Howard Morrison,"$160,958",Aug 2005,C4 Productions,TV One,1 x 120 mins,Arts/Culture,TV Production
The Book Show 1,"$409,280",Aug 2005,Third Party Productions,TV One,10 x 30 mins,Arts/Culture,TV Production
TV Awards 2005,"$146,647",Aug 2005,Visionary Film & TV,TV One,1 x 60 mins,Arts/Culture,TV Production
Wearable Art Awards 2005,"$114,279",Aug 2005,TVNZ,TV One,1 x 60 mins,Arts/Culture,TV Production
Pasifica Beats 2005,"$88,205",Aug 2005,Television New Zealand,TV 2,2 x 60 mins,Children,TV Production
Sticky TV 2006,"$1,749,130",Aug 2005,Pickled Possum Productions,TV3,210 x 60 mins,Children,TV Production
Back Of The New Year,"$95,000",Aug 2005,Great Southern Television,TV 2,1 x 120 mins,Comedy,TV Production
Eating Media Lunch 5,"$203,069",Aug 2005,Great Southern Television,TV 2,6 x 30 mins,Comedy,TV Production
Facelift 3,"$1,190,000",Aug 2005,The Gibson Group,TV One,7 x 30 mins,Comedy,TV Production
Moon TV 3,"$176,324",Aug 2005,Moon Enterprises,TV 2,6 x 30 mins,Comedy,TV Production
Out Of The Question,"$842,175",Aug 2005,Eyeworks Touchdown,Prime,20 x 30 mins,Comedy,TV Production
Seven Periods With Mr Gormsby 2,"$1,247,560",Aug 2005,Direct Hit Productions,TV One,7 x 30 mins,Comedy,TV Production
